 timedelta, n_tokens_title, n_tokens_content, n_unique_tokens, n_non_stop_words, n_non_stop_unique_tokens, num_hrefs, num_self_hrefs, num_imgs, num_videos, average_token_length, num_keywords, data_channel_is_lifestyle, data_channel_is_entertainment, data_channel_is_bus, data_channel_is_socmed, data_channel_is_tech, data_channel_is_world, kw_min_min, kw_max_min,shares
3,3,1,1,3,0,3,1,2,1,0,0,3,3,0,3,0,1,0,3,1
2,0,2,0,0,0,1,2,3,0,0,0,1,2,0,0,3,1,2,1,1
2,2,2,0,0,0,1,0,1,1,2,0,3,2,3,0,0,2,3,0,1
3,2,0,3,2,2,1,3,1,0,0,0,3,0,0,0,3,2,2,2,1
3,3,2,1,0,1,0,2,1,1,1,0,2,3,2,3,0,1,0,3,0
0,2,3,3,2,0,3,2,3,0,1,1,0,3,1,3,1,1,3,3,0
3,3,0,1,1,1,1,2,2,1,1,2,3,3,2,2,0,2,3,2,1
1,0,2,1,0,0,2,1,2,2,1,0,2,3,2,1,2,2,1,2,1
3,1,0,2,0,0,3,3,1,0,0,3,3,1,1,2,0,3,3,2,1
2,0,0,2,1,2,3,2,1,0,3,3,3,2,3,0,0,1,1,0,0
2,1,0,1,2,3,0,0,2,3,1,1,0,1,3,0,3,1,2,1,0
3,3,0,3,1,3,3,1,3,1,0,2,0,0,1,0,0,0,2,3,0
3,3,0,0,3,2,2,1,1,3,1,3,2,2,1,1,0,2,0,1,0
3,0,0,3,2,3,2,2,1,2,0,0,2,0,2,1,3,1,1,2,0
3,0,0,3,3,3,3,2,0,2,2,3,3,0,3,0,2,0,0,0,0
1,3,3,1,0,0,2,1,0,1,3,0,3,1,2,0,0,2,2,0,1
1,1,2,1,0,1,2,1,2,1,0,3,1,0,1,3,2,1,2,2,1
2,2,0,0,2,2,2,0,2,3,0,1,1,2,1,1,2,1,1,1,0
2,1,0,1,3,1,1,3,0,2,0,3,3,1,1,0,3,3,2,1,0
1,1,1,0,0,2,2,1,1,3,0,3,2,0,2,3,3,0,2,1,1
1,3,2,3,2,3,3,3,3,2,2,3,0,2,1,1,1,0,3,3,0
1,3,3,0,1,0,0,0,1,3,2,3,0,2,3,3,1,1,2,1,1
0,2,2,1,1,1,2,1,3,1,1,2,0,2,2,1,1,2,2,2,0
1,1,0,2,2,3,2,2,2,2,2,2,1,1,1,0,3,2,0,1,0
2,1,2,3,0,3,3,1,3,2,0,0,2,0,1,3,2,0,2,3,0
0,2,1,1,3,3,0,1,1,2,3,2,3,3,3,1,2,3,0,2,1
2,2,2,2,3,2,1,2,2,0,2,0,2,3,0,2,2,1,1,2,1
3,1,1,3,2,3,0,2,0,2,1,0,3,1,3,3,3,0,0,3,0
1,3,2,1,3,2,0,0,0,1,3,1,1,2,3,2,0,3,0,1,1
1,2,2,1,2,1,0,1,0,1,2,0,2,3,3,0,1,2,0,1,1
2,1,0,2,3,1,2,2,0,3,1,3,2,0,2,0,3,3,3,0,0
0,2,2,3,1,3,3,2,3,0,1,1,1,2,0,3,2,0,2,3,0
1,3,2,1,0,0,2,2,2,3,0,2,0,2,3,3,1,3,3,3,1
1,0,3,0,2,3,0,0,1,2,3,1,2,2,1,3,3,2,0,1,0
3,1,1,3,2,0,1,3,0,1,2,2,3,1,2,0,1,3,2,0,0
2,1,1,1,1,2,2,1,2,1,1,2,1,2,2,2,1,2,1,2,1
3,3,1,1,3,1,0,1,0,0,3,2,2,2,3,3,0,3,1,1,1
3,1,3,0,2,0,1,0,2,3,2,2,1,3,2,3,1,2,3,1,1
1,0,1,1,0,1,2,1,1,0,1,2,3,3,2,2,1,1,0,1,1
1,3,2,0,3,2,0,3,1,2,2,2,0,3,2,0,2,1,0,2,1
2,0,1,2,3,3,3,0,1,3,2,1,1,0,3,1,2,2,1,0,0
2,1,1,1,3,0,3,3,1,0,3,3,3,2,0,0,0,2,3,0,0
2,1,3,1,3,3,0,1,0,3,1,3,2,1,3,3,3,0,3,1,1
1,1,1,3,0,2,3,2,1,0,1,3,3,0,3,3,0,1,1,2,1
3,0,2,2,0,0,1,3,2,2,1,2,2,3,1,2,1,3,3,2,1
1,1,1,3,2,1,2,2,2,2,1,0,3,1,1,0,2,2,2,2,0
0,2,1,3,3,3,3,3,3,1,2,2,3,1,0,2,2,0,2,3,0
1,3,1,3,1,3,3,2,3,3,2,1,0,1,2,0,2,0,2,3,0
2,1,1,2,3,1,1,3,0,0,2,2,3,1,2,0,2,2,2,0,0
3,3,0,3,2,3,3,1,3,0,1,0,0,2,2,1,0,2,2,3,0
0,1,3,0,3,0,2,0,1,1,3,3,1,2,0,3,1,0,2,0,0
2,3,0,1,2,3,0,0,0,1,1,3,2,1,3,3,0,3,0,2,1
0,2,2,2,1,3,2,2,1,1,3,3,3,2,3,2,1,2,0,1,1
0,1,2,1,2,0,3,1,2,1,2,2,1,2,0,1,2,1,3,1,0
0,1,1,2,2,3,2,1,3,2,1,2,2,1,0,2,3,3,3,2,0
3,2,1,2,1,3,0,2,1,3,0,0,1,1,3,2,3,2,1,3,0
2,2,0,3,1,3,1,3,1,1,2,3,3,0,2,1,2,0,3,1,1
2,0,3,1,0,0,3,1,2,0,1,1,3,2,1,3,0,0,3,1,1
2,0,1,2,0,3,3,3,3,1,0,1,1,3,1,0,1,0,3,3,1
3,2,1,1,2,0,1,3,2,2,3,1,2,3,1,1,0,3,3,1,1
3,2,3,3,1,3,0,0,2,3,1,0,0,0,2,3,3,1,2,3,0
3,3,0,2,2,3,0,1,0,0,0,3,3,3,3,3,0,2,1,1,1
1,0,0,3,0,2,3,0,3,1,1,0,1,1,2,0,1,2,3,3,1
3,1,0,3,0,0,3,3,1,2,0,3,3,0,1,3,0,3,2,3,1
2,0,3,0,0,1,0,3,1,2,0,2,1,2,0,1,3,0,1,1,1
0,2,2,0,0,0,1,0,1,3,0,2,0,0,3,3,2,2,1,3,1
3,0,0,1,1,1,1,0,0,0,0,2,2,1,3,1,1,1,0,0,1
1,2,1,1,3,3,1,3,1,1,3,3,1,3,1,2,1,2,0,1,0
0,2,0,1,3,2,2,0,0,0,2,3,3,3,3,3,0,3,0,1,1
3,1,3,3,2,1,2,2,1,3,2,0,0,0,1,3,3,0,3,2,1
1,0,1,2,3,1,3,2,0,0,1,3,3,2,1,2,1,1,1,0,0
1,2,3,1,2,0,2,3,2,2,3,1,0,1,0,1,2,3,0,2,1
2,1,1,1,0,0,3,1,2,0,1,1,2,2,1,2,0,3,2,1,1
3,1,1,2,0,2,2,1,2,1,1,1,1,1,2,2,0,1,1,2,0
0,1,2,1,0,2,1,0,1,1,1,2,3,2,3,2,1,0,1,2,1
3,2,1,2,2,2,1,1,1,3,0,0,1,0,3,2,3,1,2,2,0
2,2,2,2,1,1,3,2,3,2,0,2,2,1,0,3,2,0,3,3,1
3,2,3,0,2,0,0,2,1,3,1,3,2,3,3,3,0,3,3,1,1
1,2,1,0,0,1,0,3,2,3,0,3,0,2,2,3,3,2,1,3,1
1,1,0,2,0,2,1,3,1,0,0,3,3,0,2,2,1,2,1,2,1
2,3,0,2,0,0,1,3,0,3,0,1,3,0,3,1,3,3,3,3,1
2,1,1,2,0,2,3,1,3,1,0,2,3,3,1,2,0,0,3,2,1
1,0,2,2,3,3,1,1,0,3,3,1,2,0,3,1,3,2,0,0,0
3,2,2,2,3,3,2,1,2,2,0,0,1,3,2,3,2,0,0,3,0
2,1,1,3,1,1,2,3,2,3,0,0,3,0,2,2,3,2,3,3,1
1,1,0,3,2,2,3,1,2,0,1,0,2,1,0,0,2,1,2,2,0
3,2,0,3,1,2,2,3,1,0,1,3,2,0,0,1,1,2,0,2,1
0,3,0,2,2,1,3,1,3,2,0,1,1,2,1,0,1,3,3,2,0
2,1,3,0,3,0,0,1,0,1,3,1,1,3,0,3,2,0,0,0,0
0,2,3,1,1,0,3,0,3,0,2,1,0,2,0,0,1,1,3,1,0
1,3,3,3,1,0,3,1,3,1,3,0,1,0,0,2,0,3,3,2,1
2,3,3,1,2,0,1,0,2,0,3,1,0,3,3,3,0,3,3,1,1
3,1,1,3,2,3,1,3,0,1,2,1,3,1,3,2,0,0,1,2,0
1,3,1,3,1,2,3,0,3,0,1,1,0,2,1,2,0,1,2,3,0
2,2,3,1,1,0,0,3,2,2,3,3,0,3,3,2,0,3,3,2,1
0,3,1,2,3,1,3,2,3,0,2,3,2,3,0,3,0,0,0,3,0
2,1,2,0,0,0,0,3,2,2,1,3,2,3,2,3,1,3,2,2,1
0,3,2,3,1,2,1,3,3,1,3,0,0,1,1,1,2,3,3,3,0
0,3,2,2,0,0,3,2,3,0,2,2,0,1,1,1,0,3,3,2,0
1,1,2,3,0,3,2,2,2,1,2,3,2,0,1,3,2,0,2,2,1
2,3,2,1,0,3,0,2,3,2,3,0,1,3,1,3,0,3,0,3,0
1,3,0,3,2,3,3,2,3,1,1,1,1,1,1,0,2,2,3,3,0
3,3,0,0,2,0,0,3,1,3,0,1,0,2,2,1,3,3,2,3,1
2,2,2,0,0,1,0,2,2,1,3,1,1,1,0,1,2,3,0,1,0
1,3,1,2,3,2,2,3,3,1,3,3,0,2,1,0,0,2,3,1,0
1,1,1,3,1,2,2,3,2,0,1,3,1,1,1,1,1,2,2,2,1
2,3,0,2,2,2,0,1,2,2,2,1,2,0,2,1,0,3,2,2,1
2,2,3,0,0,0,1,0,1,3,2,3,0,2,2,3,0,1,3,1,1
1,3,0,3,1,3,2,1,1,0,0,2,2,2,3,2,0,1,0,3,1
2,2,3,0,0,0,1,1,3,2,3,2,1,2,1,2,0,3,3,1,1
1,3,1,1,1,2,0,2,0,3,0,3,1,0,3,1,3,1,2,2,1
2,3,0,1,3,1,1,0,0,0,2,2,2,0,2,1,0,3,0,1,1
1,2,3,0,3,0,2,0,1,1,3,2,2,2,0,1,1,0,1,0,0
0,2,3,2,2,0,3,0,0,1,3,0,3,0,3,3,0,3,2,0,1
2,2,3,0,1,1,0,2,2,3,0,3,0,1,1,3,3,1,2,2,1
3,1,1,0,2,0,2,2,2,3,1,1,1,3,0,1,1,3,0,1,1
0,1,3,1,2,1,2,2,2,0,3,3,0,2,0,3,1,0,1,1,0
3,1,2,2,0,1,3,2,2,3,0,2,3,1,1,3,2,1,3,2,1
3,1,3,0,3,1,1,2,3,2,2,2,0,3,0,3,1,2,1,3,1
2,0,2,1,1,3,1,1,0,1,3,1,3,2,2,1,1,0,0,0,0
2,3,1,2,3,0,3,1,3,0,2,1,0,3,0,0,0,0,3,1,0
1,0,3,0,0,2,2,0,1,2,2,3,2,0,2,3,0,0,1,0,1
2,2,2,0,3,2,0,0,2,2,3,1,0,3,1,0,1,3,0,0,0
2,1,3,2,1,3,3,1,2,1,3,3,3,1,0,3,0,0,2,1,1
0,3,3,2,0,2,1,3,3,2,3,1,1,1,0,1,1,1,1,3,0
3,1,1,0,2,1,0,3,2,0,3,3,1,3,0,0,1,3,2,0,1
2,0,0,3,1,2,1,3,0,0,0,2,3,0,2,0,3,3,3,1,1
1,0,3,0,2,1,1,0,1,2,2,1,0,2,2,1,2,3,0,1,1
1,0,3,3,0,1,3,0,1,3,3,1,1,0,1,1,3,1,2,0,0
0,1,3,0,1,2,2,2,1,3,3,0,3,2,2,0,3,0,0,1,1
1,2,3,2,0,0,2,3,2,2,1,2,2,1,2,3,1,3,3,3,1
0,0,3,0,2,0,2,0,2,2,3,2,1,3,0,1,2,0,2,0,0
1,0,0,1,3,3,1,0,2,3,0,1,0,0,1,1,3,2,1,1,0
0,1,3,0,3,1,2,3,2,2,3,2,3,2,0,2,2,0,1,0,0
1,3,1,1,1,0,1,2,1,3,0,0,1,1,3,2,3,2,2,3,1
1,2,0,3,0,1,3,3,1,2,0,3,3,0,3,3,2,2,3,3,1
1,1,3,0,0,1,0,1,3,2,2,0,0,2,0,0,2,1,3,1,1
3,2,1,1,2,3,1,1,2,3,0,1,1,2,2,3,2,2,1,2,0
3,1,2,1,0,3,2,2,3,2,2,3,3,2,1,3,0,1,2,1,1
3,0,1,3,3,2,2,1,0,3,0,2,3,0,2,3,3,1,2,1,0
1,2,1,3,2,3,2,3,2,1,2,1,2,2,2,2,2,3,1,3,0
1,1,1,1,1,3,0,0,2,3,2,1,1,1,1,1,3,2,3,1,0
0,2,1,0,1,1,2,2,3,2,3,2,1,3,0,1,2,3,0,3,0
0,3,2,0,1,1,0,2,0,2,2,2,2,2,3,0,3,1,0,0,1
0,1,1,2,0,0,3,0,2,1,1,0,1,0,2,0,2,3,2,1,1
2,0,1,3,0,1,2,2,1,0,2,3,3,0,2,2,0,2,3,1,1
1,0,1,1,1,2,1,0,1,2,1,1,0,1,2,0,3,1,1,1,1
0,3,3,1,1,2,2,3,3,3,3,2,0,3,1,0,2,1,3,2,0
3,1,0,3,3,3,1,3,1,3,0,2,2,1,3,0,3,1,2,2,0
0,1,1,0,1,3,0,0,2,1,3,3,1,2,1,0,2,2,3,0,0
3,1,2,3,0,2,2,3,1,2,0,3,3,0,0,3,2,1,3,2,1
2,0,0,3,0,2,3,3,2,1,2,3,3,0,2,2,0,3,3,2,1
3,0,1,0,3,1,0,0,0,3,1,1,1,0,2,0,3,2,1,0,0
3,1,2,3,0,3,2,1,2,1,3,0,2,2,3,3,0,0,0,3,0
1,0,1,3,3,3,2,2,1,3,1,1,2,0,1,2,3,2,0,2,0
2,3,3,3,3,3,3,3,3,0,3,1,0,2,1,3,0,0,1,3,0
1,0,1,2,2,3,3,1,1,3,1,2,2,0,1,1,3,1,1,1,0
2,0,1,3,2,3,2,2,1,1,2,2,3,1,2,2,2,0,0,2,0
0,0,2,0,2,1,2,0,2,2,2,1,1,1,0,2,3,2,2,1,0
0,0,0,2,1,3,3,2,3,1,0,1,3,3,1,1,3,0,0,3,1
1,1,2,0,0,0,0,2,1,2,1,2,3,1,0,1,3,2,1,0,0
2,1,1,2,2,1,1,0,2,0,1,0,0,2,1,2,1,1,2,2,0
0,2,1,0,2,3,2,0,1,2,3,2,3,1,3,0,1,3,0,0,1
0,2,3,3,1,3,0,2,1,2,1,3,0,0,3,3,3,0,2,3,1
3,0,0,2,3,3,0,2,0,3,0,2,3,1,3,0,3,1,0,0,0
2,2,3,3,0,1,2,3,2,0,2,0,2,1,1,3,1,2,0,3,0
1,2,0,3,2,1,3,3,3,0,0,0,0,1,3,0,1,3,3,3,0
0,2,1,2,1,0,3,0,3,0,0,1,0,1,1,0,0,1,3,2,0
0,2,3,0,0,0,1,0,3,2,3,0,0,2,0,3,1,3,0,3,0
3,1,1,3,1,3,1,2,1,1,2,1,2,2,2,2,0,1,0,2,0
0,0,2,2,0,1,3,1,3,2,1,0,1,2,0,0,3,1,1,2,1
1,2,0,2,3,3,0,0,3,0,2,1,1,3,3,0,0,3,1,2,1
1,3,1,2,2,0,2,3,3,2,3,2,0,2,0,0,0,2,3,1,0
2,3,2,0,0,1,0,2,1,2,1,3,1,2,2,3,1,1,1,2,1
1,2,0,2,2,2,3,0,3,2,0,2,1,1,1,1,2,1,2,2,0
0,1,2,3,2,0,3,0,3,0,0,1,0,3,1,3,1,2,3,3,0
2,2,0,0,3,3,3,1,2,3,1,3,2,3,1,1,1,0,0,1,0
2,1,1,0,0,1,0,0,0,1,2,3,3,1,3,2,0,2,1,0,1
2,2,2,2,0,2,1,1,2,3,3,3,2,1,3,1,0,2,3,1,1
2,0,1,0,0,1,1,3,2,2,1,3,2,3,2,2,1,3,2,1,1
3,1,1,3,2,1,0,3,0,1,1,1,3,0,2,2,3,2,3,1,1
2,2,1,0,3,2,3,1,3,3,2,2,2,3,1,0,1,0,0,1,0
0,0,1,2,0,1,3,0,3,0,2,0,2,3,2,0,0,2,3,1,1
1,3,0,3,0,3,3,2,3,2,0,0,0,3,3,0,0,1,2,3,0
3,2,0,3,0,2,3,0,3,0,1,2,3,1,2,1,0,3,3,2,1
0,2,1,2,1,1,1,0,2,0,2,0,1,1,1,0,1,3,1,2,1
2,3,2,3,1,2,0,3,0,2,2,3,3,0,3,2,1,2,3,1,1
3,0,0,1,3,2,2,0,0,1,0,2,3,2,0,2,2,1,1,0,0
0,0,1,2,0,3,3,0,3,1,0,2,2,1,0,2,3,0,2,2,0
1,2,0,3,1,2,3,0,3,0,0,0,0,2,2,2,1,1,3,3,0
2,0,0,0,0,0,1,0,0,2,0,1,0,0,3,0,3,2,0,0,1
3,1,1,0,2,3,1,0,2,2,1,2,0,2,2,1,1,1,0,1,0
3,3,2,0,2,0,1,1,0,3,0,3,2,3,3,3,0,2,2,2,1
0,1,2,0,1,3,1,0,3,3,0,0,0,2,0,3,3,3,2,3,0
0,0,2,0,3,3,0,0,0,3,2,3,2,0,3,0,3,2,2,0,0
2,2,0,3,1,3,3,2,3,0,0,0,3,0,2,0,1,3,3,3,0
0,1,3,1,3,2,2,2,2,1,3,2,2,3,0,2,2,0,1,1,0
2,3,2,2,0,0,3,1,2,0,2,0,2,1,1,1,0,3,2,1,1
1,2,0,3,2,3,3,0,3,1,0,1,2,1,2,1,1,0,0,3,0
1,0,0,2,3,2,2,0,0,3,1,2,2,0,2,0,3,2,3,0,0
1,1,3,0,0,1,1,2,1,0,1,3,2,3,2,3,1,1,0,2,1
2,2,0,2,0,2,2,0,3,2,0,0,0,1,3,0,2,3,2,3,0
1,1,3,0,3,0,3,1,1,0,3,3,0,1,0,2,0,0,3,0,0
0,1,2,1,2,2,1,1,1,3,2,0,0,1,2,0,3,2,0,2,1
3,2,1,0,1,0,0,3,1,3,0,3,2,2,1,3,3,3,2,2,1
0,2,0,1,2,2,3,0,1,1,2,3,1,0,3,1,1,3,0,2,1
0,3,0,2,3,3,0,2,2,1,1,2,1,3,3,2,2,1,0,3,1
2,1,2,3,1,3,1,3,1,0,3,2,2,0,1,2,2,0,1,2,0
0,3,2,0,1,3,0,1,1,2,3,2,2,1,3,0,2,1,1,0,1
0,3,0,3,2,3,3,1,3,0,0,2,0,2,0,3,1,0,0,3,0
2,3,0,3,1,2,2,0,3,0,0,0,0,1,2,2,1,3,3,3,0
2,2,1,3,1,2,2,3,2,0,1,3,2,1,0,2,1,2,2,3,1
0,1,0,2,2,3,2,2,2,3,1,3,1,1,2,1,3,1,0,3,1
0,2,3,1,2,1,1,2,2,0,3,3,0,3,0,3,0,0,0,2,0
3,2,3,2,0,1,3,2,2,1,3,0,2,2,2,3,0,2,0,3,0
3,2,1,3,1,1,1,3,0,1,1,1,2,0,3,1,0,1,2,1,0
1,1,1,1,0,1,2,2,1,0,0,1,1,2,1,1,2,2,0,2,1
1,3,0,1,3,3,0,2,3,0,2,2,1,3,2,2,0,3,0,3,1
0,1,3,0,3,0,0,0,0,2,3,3,2,3,0,3,2,0,0,0,0
0,2,2,2,0,2,0,1,1,3,0,3,0,0,3,3,3,0,3,2,1
1,0,3,0,2,1,0,1,0,3,3,1,2,2,1,2,3,1,0,0,0
3,3,0,2,1,1,1,3,0,0,1,2,3,1,3,1,0,2,2,1,1
1,0,0,2,2,3,3,2,1,3,2,3,3,1,2,0,3,2,0,0,0
1,1,0,3,1,3,2,2,2,0,2,0,3,3,3,1,0,2,2,2,1
0,1,2,1,0,2,3,0,3,0,0,3,1,0,0,3,3,0,0,3,1
1,0,3,0,2,0,0,0,1,0,3,3,0,2,0,3,1,0,1,0,0
3,3,0,1,1,0,2,1,3,0,1,2,3,2,0,2,0,3,3,2,1
2,2,3,0,2,2,0,1,2,3,3,3,0,2,2,2,1,3,1,1,1
0,0,2,2,0,3,3,1,3,1,3,2,1,3,0,2,1,3,0,3,0
1,3,3,0,1,1,0,1,1,1,3,3,0,3,0,3,0,1,0,1,0
3,2,1,1,3,2,2,0,3,3,1,0,1,1,0,0,2,0,3,1,0
1,3,1,0,3,3,0,0,1,3,2,2,1,2,3,0,2,2,1,0,0
3,1,2,2,2,2,0,0,0,2,2,0,0,0,3,1,1,1,1,0,0
2,1,1,3,1,3,0,3,0,1,0,3,2,0,1,2,3,0,1,1,1
3,2,3,1,2,2,0,0,0,1,3,0,1,2,3,2,0,2,0,0,0
0,3,2,0,3,1,3,2,2,3,3,3,2,3,0,1,1,0,0,1,0
1,1,3,2,1,1,2,1,2,1,3,0,0,1,0,2,1,3,0,2,0
3,3,0,1,3,1,2,0,2,0,0,2,0,1,0,3,0,1,1,3,0
1,1,1,3,0,1,0,3,2,3,0,2,0,1,3,1,3,3,3,3,1
0,2,1,0,2,1,2,1,3,3,2,3,1,3,1,0,1,1,2,0,0
0,2,1,1,3,1,3,0,2,1,0,2,2,2,0,3,3,2,2,2,0
1,1,1,2,0,1,3,2,3,1,1,1,2,3,0,3,1,3,0,3,0
2,3,1,0,1,2,1,1,3,1,3,1,1,3,1,2,0,3,0,3,0
0,3,1,3,1,0,3,3,3,0,0,0,0,3,2,0,0,3,3,3,0
3,2,1,1,1,1,0,3,1,1,3,3,3,3,2,1,0,3,3,0,1
1,0,1,2,0,0,3,2,2,0,2,3,2,1,0,0,1,2,2,1,0
1,0,3,0,3,1,0,1,0,2,3,0,3,1,0,3,3,0,0,0,0
2,1,0,2,3,3,0,1,0,3,2,2,2,1,3,0,2,2,1,0,0
3,2,0,0,1,2,1,1,2,2,3,3,1,1,1,0,1,1,1,0,0
3,2,2,3,1,3,1,3,0,1,2,0,3,0,3,2,1,1,0,2,0
0,3,0,1,1,0,3,1,3,2,1,2,0,2,2,0,0,2,2,2,0
2,2,1,1,1,1,0,3,1,3,0,3,0,2,2,2,2,3,1,3,1
2,1,1,1,1,3,0,0,2,2,2,1,2,0,0,0,3,2,3,0,0
1,0,2,0,0,0,0,1,1,1,0,0,3,2,2,0,3,0,2,0,1
2,2,0,3,1,2,2,0,3,0,0,0,0,1,2,0,1,2,3,3,0
2,2,3,2,3,0,3,2,2,0,3,0,0,3,1,1,0,0,2,1,0
3,0,1,3,2,3,1,0,0,2,2,1,2,1,3,1,2,0,0,0,0
2,2,3,0,3,0,1,0,2,0,3,3,0,3,1,3,0,0,1,1,0
2,3,0,3,2,1,2,3,0,2,0,1,3,1,3,1,1,2,1,2,1
2,1,1,0,0,2,0,0,1,1,1,2,1,2,3,0,1,1,2,0,1
1,0,0,1,1,2,2,3,1,1,2,3,3,2,0,1,2,2,0,1,0
2,1,3,2,2,3,0,2,1,2,3,2,3,2,2,1,1,1,3,0,1
1,1,3,3,0,1,2,1,2,0,2,0,0,1,1,3,1,1,2,3,0
2,0,1,3,3,3,1,2,1,2,1,0,2,0,2,2,3,1,3,2,0
0,1,3,0,3,1,0,1,1,2,3,3,2,3,0,2,2,0,1,0,0
0,1,2,0,0,3,1,0,3,3,1,1,1,2,0,3,3,3,0,3,0
3,0,2,3,2,2,3,3,0,0,3,2,3,2,3,2,0,2,0,2,0
2,1,3,0,3,1,0,0,3,3,3,0,1,3,0,1,2,0,3,0,0
0,3,1,0,1,1,0,1,1,3,0,3,0,1,3,3,3,2,0,3,1
1,0,1,2,1,3,1,0,2,2,0,2,2,0,0,1,3,0,3,1,0
2,1,0,3,0,1,2,3,2,3,0,1,2,0,1,1,3,3,2,3,1
2,2,2,1,2,3,0,0,1,3,2,0,1,1,2,2,3,1,2,1,0
3,3,0,1,0,2,0,0,0,0,0,3,3,2,3,2,0,1,1,2,1
3,0,0,2,3,2,2,1,0,3,0,2,2,0,3,0,3,1,0,0,0
1,1,1,3,2,2,3,0,2,0,1,1,2,1,1,3,2,0,1,2,0
2,2,0,3,2,1,2,3,1,1,1,2,3,1,2,1,1,2,2,1,0
3,1,2,0,3,1,1,1,1,3,2,1,2,3,2,0,2,1,1,0,0
2,3,2,2,3,1,1,1,1,0,3,1,2,0,2,1,0,3,3,1,1
1,0,0,2,3,3,3,1,0,3,3,3,3,2,3,0,2,0,0,0,0
1,0,2,3,2,2,2,2,0,2,3,2,2,0,2,1,3,2,1,0,0
2,2,3,0,0,3,0,0,2,3,3,1,1,2,0,2,2,0,0,1,0
3,0,0,2,0,0,2,0,2,0,0,2,2,2,0,2,0,3,3,1,1
3,0,3,0,1,0,2,0,1,0,1,1,0,3,2,2,0,1,2,1,1
3,3,2,0,3,1,0,0,0,3,0,2,0,1,2,2,2,0,0,0,1
1,3,0,2,0,0,3,1,3,0,3,0,3,3,1,0,0,3,3,2,1
2,0,3,1,2,1,0,0,0,2,2,1,2,0,0,2,3,0,2,0,0
1,3,1,0,3,0,3,0,2,1,1,3,0,3,2,1,0,1,1,0,0
3,3,0,1,2,1,0,3,0,3,0,3,3,0,3,1,1,2,2,0,1
0,2,0,2,2,1,3,0,3,2,0,0,1,2,1,0,2,2,3,3,0
3,0,0,3,1,3,3,3,0,3,0,2,3,0,3,0,2,0,3,0,0
2,3,3,0,2,0,2,2,3,0,3,2,0,3,1,1,0,0,1,2,0
2,2,2,1,1,0,1,0,3,1,1,0,0,2,2,1,1,1,2,2,0
0,2,0,3,3,2,3,3,3,0,2,3,1,1,0,1,1,0,3,2,0
0,1,0,2,2,2,1,1,0,0,2,2,3,2,2,1,1,3,0,1,1
3,1,0,1,0,2,0,1,0,0,0,3,3,2,3,3,0,1,0,1,1
0,3,3,2,1,2,3,2,3,2,2,1,0,3,0,1,0,0,1,3,0
1,1,1,3,2,0,3,3,2,1,1,2,3,1,0,2,2,3,2,3,0
2,2,1,0,0,0,1,2,1,3,0,3,2,0,3,3,1,3,2,2,1
3,3,0,3,3,3,0,2,1,1,2,0,2,3,3,2,1,2,0,3,0
0,1,2,2,0,3,1,3,2,2,3,2,2,1,1,1,3,1,0,2,1
3,3,2,0,3,0,0,1,1,3,2,1,1,1,2,1,0,2,2,0,1
2,0,1,1,2,3,1,0,1,3,3,2,1,1,3,0,2,1,1,0,0
1,1,3,3,2,3,1,3,2,0,3,1,1,3,0,2,1,0,1,2,0
2,2,2,1,0,2,1,0,3,3,1,0,0,1,1,3,2,1,1,3,0
0,3,0,1,1,1,3,1,3,2,1,3,0,1,0,0,2,1,3,1,0
2,1,3,2,2,0,3,1,2,1,2,0,0,1,1,0,1,0,3,1,0
2,1,3,1,0,0,2,3,3,2,0,1,2,1,0,1,3,0,2,3,1
2,2,1,0,3,3,0,0,0,3,2,1,2,3,3,2,3,2,0,1,0
1,2,0,3,1,3,2,0,3,0,1,0,2,0,0,1,2,1,2,3,0
0,2,1,3,3,1,3,1,2,0,1,1,1,2,0,3,2,2,3,3,0
3,2,0,3,2,3,1,2,1,3,2,1,2,1,3,1,1,1,0,2,0
3,0,0,2,0,2,1,2,3,0,0,1,2,1,0,0,2,2,3,2,1
2,0,0,2,0,0,1,0,0,0,0,0,3,0,1,0,3,3,3,0,0
3,3,2,0,1,1,0,1,0,3,2,3,2,2,3,1,1,2,1,0,1
0,2,1,3,0,3,2,3,2,1,2,3,2,1,3,2,0,3,3,2,1
0,0,2,0,0,0,1,1,1,3,2,0,3,2,3,0,3,1,1,0,1
2,0,1,2,3,2,2,0,0,3,1,2,3,0,2,1,3,1,2,0,0
2,2,2,1,0,0,3,3,3,2,1,2,0,1,0,3,1,3,2,3,1
3,1,2,0,0,0,0,0,1,2,2,1,2,2,3,0,0,3,3,0,1
2,1,3,0,2,1,0,0,0,1,3,1,0,1,1,1,2,3,1,0,0
3,1,2,2,2,0,0,1,0,3,1,0,0,0,2,0,3,2,3,0,0
1,1,3,0,3,2,0,0,0,2,3,0,1,2,3,2,1,3,0,0,0
3,2,2,1,1,0,1,1,1,1,1,2,2,2,2,3,0,1,1,1,1
3,0,1,1,2,2,0,2,0,1,3,3,3,2,3,0,1,1,0,0,0
2,0,3,1,0,2,1,1,2,2,2,3,1,1,0,3,3,1,1,1,1
2,2,2,1,2,2,0,1,2,0,3,1,1,3,1,2,1,2,0,2,0
2,0,2,1,0,0,2,2,2,1,0,2,2,0,0,3,3,1,1,2,1
1,0,0,2,3,3,0,2,0,3,0,2,3,0,2,0,3,1,2,0,0
0,3,0,2,0,3,0,3,3,1,2,3,3,2,1,2,1,1,1,3,1
